,PB Ratio,EBITDA to EV,PE Ratio,Dividend Yield,Price to Cashflow,Net Debt Change,VC2_Score
NSIT,2.49140017219551,0.0997306181706748,15.29,,-4.668591793181936e-06,0.01843962566247118,6.5015479876160995
FSLR,1.0286488432956364,0.08143065053978615,-1603.89,,-1.5708484304701435e-07,-0.1039680423499034,6.811145510835913
DBD,-4.324786340665631,0.1291200840961989,-2.4,,1.365789086190723e-07,-0.015340827060115013,7.120743034055728
HPQ,-26.592882695303857,0.13878093608305875,10.63,0.030801996689770565,3.6756784971497054e-08,0.047000418225748165,7.430340557275541
MXL,3.870857579630926,0.03829221269851663,-133.46,,7.290155217354928e-07,0.3696530810202742,7.739938080495357
DXC,0.7547706092790956,0.3127539338477784,-7.12,0.02474229129665594,1.8860971126190006e-08,0.10219005133221883,8.04953560371517
XELA,-0.3765658844406138,0.13694784717407396,-0.24,,-1.5359815094972547e-08,-0.0572593622049715,8.359133126934983
DELL,-2.57147167024291,0.10716758356464745,9.16,,2.709257431185897e-08,-0.05709188348844172,8.6687306501548
DDD,2.348451757819568,0.012628806665634562,-18.61,,1.712743482576381e-06,0.08788450822241438,8.978328173374612
EIGI,3.8546220996891,0.12101569745431828,-75.32,,1.1135717360898483e-07,0.051553676033407415,9.287925696594428
WDC,2.064260154430449,0.07419501204665596,-13.16,0.030783503907706174,2.6707028074990493e-07,0.10723057864964423,9.597523219814242
ARW,1.2720178586137685,0.14441640907799955,-77.29,,2.7619453887585085e-07,-0.061470468292959976,9.907120743034056
ADS,2.104231941669119,0.09072855433151403,-55.6,0.023954344090537115,2.3577133425966403e-07,0.06145026995618019,10.21671826625387
CALX,3.30119496588748,-0.18243618388289712,-21.02,,1.2167170166044737e-06,-0.11388399446120781,10.526315789473683
HLIT,3.241191730461771,0.025077804454732063,-89.37,,1.4299391538600814e-06,0.029769114736804853,10.8359133126935
KN,1.5568139961679908,0.06389581723250032,18.17,,5.08643425224617e-07,0.18448029999761392,11.145510835913312
DBX,6.635742763224817,-0.054363494734670524,-126.01,,1.1415410495327106e-07,-0.0976461989035516,11.455108359133128
MOBL,10.49162455743518,-0.08895178917500793,-11.09,,-8.360752508099583e-07,-0.10557226870570356,11.76470588235294
NTGR,1.281288743095299,0.11122581914489806,62.98,,-9.922949131525753e-07,0.1426545063449612,12.074303405572756
PTC,8.433139123242665,0.0187014307684843,-850.04,,,-0.030432222219949227,12.38390092879257
PS,20.173416717520293,-0.037752469658537825,-17.66,,-8.948880695332958e-06,0.12282525885913695,12.693498452012383
RBBN,0.5690521761190437,0.07705287393309625,18.79,,-4.594265178265801e-07,-0.1924993577721583,13.003095975232199
FSCT,10.878898757077575,-0.04798656521542163,-11.1,,-2.114756643088085e-06,-0.03989677159183867,13.312693498452013
WU,-38.49802432428382,0.09744941685095057,10.84,0.030516067732465922,1.0331979735294606e-07,0.04450166547559911,13.622291021671826
AVYA,1.0437247840238244,0.17267603053996403,-2.36,,2.0991650582029235e-07,-0.01917446673233377,13.93188854489164
CLDR,2.063324694611026,-0.0644237833360498,-7.83,,-1.8674508095358126e-06,-0.4159340841798034,14.241486068111456
CISN,5.246929203728985,0.07833550140596958,-238.93,,2.8906623283486465e-07,0.06518407638767694,14.551083591331269
PLXS,2.638133830120635,0.08411949169776071,19.39,,,-0.07848513983051772,14.860681114551083
SATS,0.5014048034062192,0.20726789262573012,-34.02,,2.703951507015561e-07,0.01862695907058316,15.170278637770899
JNPR,1.7622382622723538,0.11419877443553943,23.32,0.03217648553770826,1.3198361434902374e-07,0.1870956495435438,15.479876160990713
ATEN,5.164502869550688,-0.04846863870236258,-26.97,,1.4873459977164863e-06,-0.013624686123047057,15.789473684210526
HPE,1.1227314222506546,0.16808026838908582,19.18,0.031371484158044284,1.0056232088456214e-08,0.00760622187982759,16.09907120743034
RMBS,1.683118967510349,-0.02836702179972007,-19.68,,4.5464203181072897e-07,-0.11031533604336775,16.408668730650156
TIVO,0.6747614290485956,0.08866816917435905,-2.1,0.06906786434502776,8.241082361134733e-07,0.048847713842913074,16.718266253869967
PDFS,2.6974024674310773,-0.007846204177743146,-77.32,,9.0154077279711e-07,-0.028930898507901922,17.027863777089784
CASA,5.324119554164271,0.22599041004637105,-52.12,,-2.299591576812255e-06,0.030263773083361884,17.3374613003096
SYKE,1.7303184854730895,0.10839738282727701,25.52,,8.273305249748777e-07,0.5238749953646831,17.647058823529413
VSAT,2.24687990658748,0.04627978887820438,-261.9,,5.079299565525858e-07,-0.23121518335267038,17.956656346749224
NTCT,0.947652716826538,0.0642786432471125,-62.3,,1.1826158645761833e-05,0.07870573299465686,18.26625386996904
AMBA,4.783299969374608,-0.01988778030722643,-53.11,,2.5083937486214644e-06,0.3449184254757885,18.575851393188856
SYNA,3.622595641171814,0.048930835112232215,-104.85,,1.469510911431463e-06,0.014453905722269988,18.885448916408667
PI,7.790736339877986,-0.03563551625412103,-35.14,,-3.967021535754571e-05,-0.29873110563137384,19.195046439628484
CREE,2.717815254379517,0.027287955540403995,-16.5,,-2.611392263092128e-06,-0.2633765474910424,19.5046439628483
UIS,-0.4804048049283379,0.6859053109034194,26.13,,5.74052179743954e-07,0.06853104507227856,19.814241486068113
LASR,3.466297940531958,0.039849301433877465,3365.76,,-2.784786390091198e-05,0.46335657939892166,20.123839009287924
XRX,1.5040667264338465,0.14023966794589493,12.1,0.014954789342821597,9.594428651424724e-08,0.08145819742068165,20.43343653250774
FORM,3.552340340590238,0.04155983039137656,18.81,,8.896400234833381e-07,0.2625561899697411,20.743034055727556
CIEN,2.991660527274843,0.08063066246280914,26.35,,1.7870286671135502e-07,0.08500960473830055,21.052631578947366
CVLT,5.423927472024306,0.0203051883734458,-719.14,,1.8543712505517885e-06,-0.029477273036996186,21.36222910216718
SVMK,11.572603658822167,-0.02847282227752427,-31.34,,5.467876025834296e-07,0.16062204183535345,21.671826625387
SCSC,0.9978485275389998,0.1134433385989138,16.94,,7.452918725329799e-07,-0.04653363220821088,21.981424148606813
BHE,1.209310578190157,0.10721832056684351,26.4,0.017371684151578925,-3.0317461415674567e-06,-0.02182084994145988,22.291021671826623
SAIL,6.115115831070953,0.009947840909965444,-266.8,,1.3540727170049233e-06,0.11495411224779596,22.60061919504644
CEVA,2.587486037063698,-0.004515072334541579,-875.47,,1.2689588759274254e-05,0.030640709835346294,22.910216718266255
NUAN,2.56406072799363,0.05719370544319978,49.91,,1.8178839892083898e-07,0.1349458662643601,23.219814241486066
TECD,1.808149888112429,0.13647678192847978,15.71,,4.38741445549041e-07,-0.06344097994672775,23.52941176470588
AXE,2.1502965963338476,0.08850900811207299,16.79,,3.692031437513775e-07,-0.09501658476675069,23.8390092879257
DIOD,3.00311579599356,0.0895145778866639,21.34,,3.1632200681103906e-07,0.11574368541422245,24.148606811145513
AMKR,1.5602073391456408,0.23075634328435246,59.34,,9.901577733412073e-08,0.05987007631798189,24.458204334365323
XPER,1.4169525917829149,0.13443297695479434,23.19,0.047492511993381385,4.862575593560918e-07,0.09778979202712353,24.76780185758514
DOMO,13.606754312137726,-0.2035982105390398,-5.3,,-1.2520787249530785e-06,-0.26018196897717605,25.077399380804955
AVT,1.0266307157408485,0.14502050208297187,43.05,0.020871584607537203,2.7275847298886203e-07,0.1035734448951939,25.386996904024766
STX,7.698532994333012,0.10957498263880015,9.63,0.042305278331971,1.3264923653106578e-07,0.10808317788823944,25.696594427244584
APPS,16.592784655571272,0.010539349150346515,-51.51,,1.0615909484227066e-06,0.26516508060457833,26.006191950464398
AOSL,1.142224933876441,0.07246629492545148,843.68,,-1.0585560695284255e-05,-0.1777975792166501,26.31578947368421
UCTT,2.196647990941574,0.07100389137109268,-4811.8,,1.1073663483460842e-06,-0.486493607660684,26.625386996904027
INST,13.163037342336038,-0.036877968619279625,-22.8,,-5.6903270364175125e-06,-0.34522263301138545,26.93498452012384
CASH,1.6364276208073325,0.0,15.22,0.005682878657201809,4.503108781363204e-07,-0.07397109136725652,27.24458204334365
PSTG,6.884695661337838,-0.022887551699778585,-21.7,,2.671334508629516e-07,-0.5302587206833742,27.55417956656347
GTT,1.84161131586757,0.08451722553863125,-5.38,,2.9220965126859076e-07,-0.6306901491974325,27.86377708978328
AVX,1.503587491702143,0.1508460273424222,17.1,0.023353009723492923,0.0,-0.02980332299630628,28.173374613003094
TTMI,1.2822263353510397,0.13818674045965518,23.05,,2.5976913988479474e-07,-0.2081497240180139,28.482972136222912
EGHT,7.873562592976818,-0.03524440915294913,-15.57,,-7.950181448348544e-07,-0.7947478055004018,28.792569659442723
VRNS,21.12341373532563,-0.010587922214299713,-44.52,,-5.912916949983659e-06,-0.1681462578881316,29.102167182662537
NTNX,32.693507199836944,-0.08433087575153721,-8.28,,-1.2851210573208423e-06,-0.2207381087261114,29.411764705882355
ON,3.186009228051393,0.11680745185664168,31.97,,9.823818642366852e-08,0.03240069818736146,29.721362229102166
FEYE,5.427776875746932,-0.02832027764711875,-12.6,,8.396204416819178e-07,-0.20509816513763268,30.030959752321984
PLUS,2.7711034140886865,0.07660379058455709,17.24,,2.589026460505876e-06,0.03762024077773936,30.340557275541798
FARO,2.46211155150896,0.030699397419448094,-138.25,,9.227387065980086e-06,-0.15887227271470836,30.65015479876161
PLAB,1.1852405240113328,0.16622541466512197,30.97,,3.161703583016515e-07,0.008510938782663994,30.959752321981426
KE,1.2162113503367256,0.14132350626581278,13.9,,4.260820131461052e-07,-0.34672190502566713,31.269349845201237
WK,-175.44386644797848,-0.022323142683516924,-53.0,,6.399833348116819e-06,-0.2925567593541029,31.57894736842105
TEL,3.074914533809005,0.08360900150960134,17.76,0.0194803205500264,1.0680979407919975e-07,0.03226497415484953,31.88854489164087
VSH,2.0394258987677607,0.22145448551452662,12.24,0.017350712357715473,2.7327183606583913e-07,0.048431335952926945,32.19814241486068
MU,1.7871415992258874,0.2126756992470709,18.35,,2.8763760545210787e-08,-0.0906531265719912,32.50773993808049
QADA,6.883577130286872,0.01592433693071336,-58.21,0.004692523996643152,-2.8334963375134695e-05,0.014995290963062723,32.81733746130031
VRSN,-18.419375886191524,0.03114781069446346,39.09,,1.033487658724408e-06,0.2765588809646262,33.126934984520126
VRRM,2.1876232508669538,0.09108091935203982,-142.59,,3.162615010855613e-07,-0.9859235813810315,33.43653250773993
SNX,1.9167523531360424,0.11659468179258915,14.61,0.010962905389786998,0.0,-0.01926110150494344,33.746130030959755
GLW,1.592839568348653,0.10844553541750797,20.54,0.027437229982154022,3.1301592853148724e-08,-0.11267133471276633,34.05572755417957
DAKT,1.4445272710462436,0.06603408487232594,1687.64,0.04156276292423747,7.481508409460747e-07,0.03244354493786306,34.36532507739938
TENB,22.293618146140382,-0.02717686589488347,-31.97,,-5.906604465121797e-06,-0.2525794055037482,34.6749226006192
SGH,2.889656159847796,0.12609572833998858,37.15,,1.3346697925403435e-06,0.13406710600477387,34.984520123839005
LPSN,16.25067233621219,-0.0006206150471094797,-35.54,,-3.667530706187308e-06,-0.21608956840816584,35.294117647058826
IIVI,2.9777039894794,0.06974616102062578,41.7,,-1.4246291368351602e-06,-0.09970403652864501,35.60371517027864
CSOD,65.63164767886622,0.010516342153297522,-212.71,,2.5087284709515606e-06,0.2571809193238363,35.91331269349845
PANW,14.805415945578302,0.004051700082249348,-222.23,,1.0657010923171117e-06,-0.009044614363931407,36.22291021671827
YEXT,20.827638642289013,-0.043937571706205186,-16.14,,-4.67615483050721e-07,-0.3409477329157429,36.53250773993808
CRUS,4.279182886874835,0.03929591395160462,41.13,,1.3487215192676261e-06,0.2731601156911028,36.84210526315789
PFPT,14.51870298119978,-0.0037885756098596565,-60.76,,1.4628731615492832e-06,0.05042729339796683,37.15170278637771
LITE,4.012730370038446,0.031951724851274954,-167.92,,8.397706704511688e-07,-0.5008512892880607,37.461300309597526
APPN,22.86395648243308,-0.014153356812911763,-60.12,,-3.2418998248976313e-06,-0.278261222432765,37.77089783281733
UPLD,11.411092453450713,0.02703815527073402,-40.52,,-0.00011088150370831682,-0.5304154696053743,38.080495356037154
TDC,5.860179206684953,0.07164872626302882,215.2,,-2.4939461159977392e-06,0.004278871038089468,38.39009287925697
KLIC,2.334871130804845,0.033638764791658324,153.86,0.018025408593338482,-1.6371383977795081e-06,-0.020649629412672177,38.69969040247678
IBM,5.94645012572101,0.08961544353420725,13.29,0.04660972607860712,4.111131647584706e-08,-0.18994567529836828,39.0092879256966
VIAV,4.944713379025027,0.05182352807833051,133.28,,5.015386556980919e-07,0.22719695760992842,39.318885448916404
VPG,2.031471794414275,0.1250810361872739,22.3,,4.547399296868128e-06,0.07219193168265839,39.628482972136226
OSIS,3.1826691175703234,0.08322267537176822,23.15,,3.851334661761249e-06,0.06234671678648095,39.93808049535604
NTAP,12.331635836683718,0.12035894128085789,14.75,0.03093681041588813,-1.1187785968021076e-06,0.02164548848907689,40.24767801857585
MLNX,5.144016920995926,0.036461058614161435,38.0,,8.786105994662431e-07,0.20982577051356258,40.55727554179567
SPLK,16.18523881101439,-0.008331005713792397,-75.95,,-1.1499989160349093e-06,-0.5948672591771156,40.86687306501548
CY,4.255435678115775,0.048443869883004746,30.12,0.01892139993886138,3.662175580279754e-07,0.0964965681453755,41.17647058823529
NCR,3.5091619057664007,0.11494985526104692,81.65,,2.1035813840217834e-07,-0.017839972666330382,41.48606811145511
CSCO,6.292803207392363,0.08109093685124322,19.05,0.029276411000131328,1.3291584002043461e-08,0.00022522274354068054,41.795665634674926
HCKT,3.983889381556463,0.07934191481510229,23.47,0.021689357072251936,1.908906959874776e-06,0.2991105353054616,42.10526315789473
NLOK,3.114194610149548,0.062130915478438214,19.12,0.0114507811030653,1.5305088709150052e-07,0.07590513883147876,42.414860681114554
COHR,2.9756846886416164,0.048817223243863936,71.59,,3.2528983738677774e-06,0.2150164315103032,42.72445820433436
MANT,1.5975649385695194,0.04961631721032971,36.15,0.013167690419836025,6.943987136829308e-07,0.02398610435762652,43.034055727554176
QRVO,2.949605112459974,0.0732897217221616,52.61,,6.209696040629024e-07,0.11917851919796803,43.343653250774
ZBRA,9.982103950058908,0.051593976724289614,27.33,,1.0436061141810738e-06,0.14762315673890572,43.653250773993804
BOX,73.20880117205043,-0.037937554242735184,-16.81,,9.737680875139987e-07,-0.11188580221868176,43.962848297213625
WDAY,16.283893590374447,-0.005657223411790805,-91.29,,7.172676800703283e-07,-0.05693744619036122,44.27244582043344
MXIM,8.98440532936178,0.05398757725794089,21.75,0.032124650137902555,4.30873688743801e-07,0.3351585447785337,44.58204334365325
ENV,6.2837085328599125,0.02401733288594589,-182.65,,1.2086318127183614e-06,-0.38255728816484214,44.89164086687307
SNPS,5.641948938792075,0.03402318520759274,43.58,,6.900539696507625e-07,0.15680235883279012,45.20123839009288
SMAR,32.881727304454955,-0.008882158975130082,-65.94,,-7.483542690536938e-06,-0.4002488311551947,45.51083591331269
CTSH,3.046085713633575,0.11245422064735698,17.01,0.013025830368968126,8.490476338567473e-08,0.03221290445973174,45.82043343653251
MODN,20.25850125429964,-0.005981467524914882,-55.1,,5.588790483088207e-06,0.05672603616539105,46.13003095975232
SABR,6.558283961255257,0.10875246201608785,27.0,0.02568934664754933,1.3413234509420646e-07,0.028036133945209787,46.43962848297213
PLAN,24.97511620403103,-0.015650783457041833,-49.67,,-4.276183622018041e-06,-0.37894650426088666,46.749226006191954
MDB,27.0139266502286,-0.010742243346677558,-63.15,,-1.4124902899321207e-05,-0.5373250051046319,47.05882352941176
LDOS,4.334637725197813,0.06102038554257009,21.9,0.013049990303861987,2.8881833393686016e-07,-0.0007751179952025281,47.368421052631575
SQ,22.65693840299593,0.003972962681088829,-698.17,,2.9321829612517494e-07,-0.3540029909563945,47.6780185758514
IMXI,10.085723168108474,-0.0014269562155881039,22.61,,4.5038339223377216e-07,-0.9476503136247365,47.987616099071204
CAMP,1.66362946507497,0.14392770921911932,-27.16,,3.5120928235271113e-06,-0.3118553314582893,48.297213622291025
OSPN,2.97792201223983,0.020498573917537878,95.2,,1.94224951917808e-06,0.00011816904916025528,48.60681114551084
PLT,1.661524938569677,0.06923466379188682,-8.96,0.02067596043865248,1.1574698623009858e-06,-0.6856202835289267,48.91640866873065
ZUO,9.41364486253561,-0.04401665689887728,-20.98,,4.280611457798257e-06,-0.08621147172899389,49.22600619195047
VRTU,2.547039711112341,0.07118541433583153,43.86,,1.9791464597029974e-06,-0.06282232438165414,49.53560371517028
MSI,-23.906346439867473,0.05157973282187365,28.61,0.012834673915023482,3.3873483050728926e-07,-0.05648792489706324,49.84520123839009
INTC,3.74412423300621,0.10888898810263854,14.19,0.019193171352375624,6.60379246935294e-09,-0.07843121365989783,50.15479876160991
IT,16.90244009396448,0.03853873905501336,59.26,,7.091273310437938e-07,0.1547331907206153,50.464396284829725
ACIW,3.999064766980893,0.048437228916500395,42.8,,1.0792313887019029e-06,0.015730845509493295,50.77399380804953
ACLS,1.947147734689365,0.09514934012354379,49.9,,1.2002008906517258e-06,-0.03560627911302327,51.08359133126935
PEGA,11.508504253536474,0.003772493109619212,-95.0,0.0014434456925793608,-4.0652047358837895e-06,-0.002226114270030988,51.39318885448917
ADSK,-206.01117654533275,0.002873091730694097,300.82,,7.030437112214388e-07,-0.0794583904170214,51.702786377708975
ORCL,7.843360517645845,0.08876518065407302,16.4,0.01736726727455281,1.0542708664307668e-07,0.0548454888840497,52.012383900928796
GWRE,5.940174034650209,0.004739248297440022,40109.68,,-5.893192592883049e-06,-0.07397560985743884,52.32198142414861
KBR,2.35869430487013,0.07561957457494274,21.07,0.012032204273677431,2.2499748026403339e-07,-0.2711385749633894,52.63157894736842
KEYS,6.56805909598567,0.05220766284153347,31.2,,3.665420182249303e-07,-0.038832462204237216,52.94117647058824
CATM,5.526733545667121,0.10818520390331295,70.4,,5.451089810938152e-07,0.033218351341522886,53.25077399380805
AMAT,6.649336598917301,0.06466049982741945,21.4,0.01424557526905109,6.905705914421736e-08,0.017386493533053833,53.56037151702786
QCOM,20.6180815866952,0.08965338820806172,24.62,0.02935952675566575,7.186193759655638e-08,0.08956253661010277,53.86996904024768
CACI,2.925532850028609,0.05714747506322624,27.39,,2.242615070026404e-06,-0.2959628787480883,54.179566563467496
EEFT,7.18619237319793,0.055192867871325574,28.95,,5.472194827535032e-07,-0.05756007129408098,54.4891640866873
VMW,29.48807813676765,0.04271291298529717,9.12,,1.742519212243958e-07,-0.08147721532049358,54.79876160990712
FN,2.93273141405019,0.0722173634761168,21.0,,2.4362656818857944e-05,-0.09474582722152781,55.10835913312694
TRMB,4.123833524944865,0.045457917836940226,35.23,,3.1680710014947575e-07,-0.3991257519850136,55.417956656346746
IPHI,10.182030889411733,0.002872491524313872,-46.18,,3.080647612321619e-06,-0.05908698405537751,55.72755417956656
ICHR,3.9409339702743718,0.09019985944426069,127.54,,7.934905087103515e-06,0.2083019786991682,56.03715170278638
SMTC,4.892344654251864,0.0404725389981239,67.5,,1.50118632827215e-06,0.10505477634210975,56.34674922600619
ADI,3.591310763794788,0.0537126179116531,31.41,0.01877527416078906,1.7091208378645985e-07,-0.006656236330702062,56.656346749226
FLIR,3.899847497123987,0.06123635347575207,27.0,0.01297588057627624,3.388937098943012e-07,0.06430214987811647,56.965944272445824
CDNS,16.483081959566032,0.025640732219006777,48.1,,5.250568561567095e-07,0.18434912445509938,57.27554179566563
FFIV,4.749678420402046,0.07812390630308844,18.98,,6.507198537284439e-07,-0.19218637302518837,57.585139318885446
ROG,2.827724289677968,0.06597730068765997,24.3,,2.6087907451651266e-06,-0.1328786236882392,57.89473684210527
MTSC,2.141721439148639,0.08361396345320238,23.41,0.023461674289434676,2.146581734814001e-06,-0.16980893045854953,58.204334365325074
BDC,1.6598104174362636,0.13714265337080336,-11.0,0.004066445430385887,7.417526298374544e-07,0.010614273547874946,58.51393188854489
IDCC,2.037385225580695,0.12426372452028149,204.51,0.02505686153782314,4.706207117740607e-07,0.42996035873059796,58.82352941176471
NATI,4.818600225601046,0.04851619641330746,38.15,0.022030002884524523,7.132729453297126e-07,0.024210019223663608,59.133126934984524
KEM,2.458065869297685,0.16628229504476114,9.7,0.007886728872897203,1.4071690024325364e-06,0.12103625736426259,59.44272445820433
ACIA,5.805321090817625,0.0025897669912612773,99.96,,2.4593878482012577e-06,0.08998288984235524,59.75232198142415
TCX,8.143780299448881,0.06341741386943028,46.57,,5.53065637251323e-06,0.11231658571887095,60.06191950464397
BL,10.643552922058845,-0.00213226582427399,-107.19,,5.252378494763976e-06,-0.1311620825513479,60.371517027863774
AMSWA,3.9755791486327747,0.03135928297243551,66.27,0.029481248902590396,2.7422733778805465e-06,0.06436648606791083,60.681114551083596
VRNT,3.200830034853137,0.048208329251671504,75.37,,1.516055060806756e-06,-0.07707060541857928,60.99071207430341
LSCC,11.19774222822278,0.024691724530062357,124.28,,1.1213238672097525e-06,0.17607482069232996,61.30030959752322
XLNX,8.69719383308635,0.04551068472514307,26.28,0.015626913548538852,4.415825733005434e-07,0.17045828420497877,61.60990712074303
PYPL,9.198668740221501,0.02491231759926033,55.02,,1.0836990715119842e-07,-0.10158263186836192,61.91950464396285
GDDY,16.113569952610412,0.029199355005633303,102.22,,3.4677115790896264e-07,0.01142369245468223,62.22910216718266
MIME,17.86393323501378,0.010129063384585997,-483.33,,1.8773295057692743e-06,-0.33532879252667563,62.538699690402474
BKI,5.58810132530552,0.04319118545855592,66.49,,7.172073632318742e-07,0.04451900742073308,62.848297213622295
TTEC,5.566454512244131,0.08955316889961985,27.21,0.014934254307725232,6.37051363324818e-07,-0.0024926357567481203,63.1578947368421
NVEC,4.424908818340201,0.049774699974653586,25.55,0.05612309217020469,1.4790507635274367e-05,0.21487830526198295,63.46749226006192
RP,5.405997092676796,0.02929076576640998,122.27,,5.205164426970546e-07,-0.049439087847576724,63.77708978328174
SLAB,4.756336163745141,0.02897522694004766,209.71,,1.8811228722586977e-06,0.048695813152860715,64.08668730650155
MSTR,2.241993384351511,0.019756614323911875,59.95,,4.581543137773944e-05,-0.23208365509668594,64.39628482972137
EPAY,6.467973076895595,0.022196189985800852,253.47,,2.8689594950385774e-06,0.10869949912268213,64.70588235294117
EGOV,7.061066706117242,0.06482779439030692,29.9,0.0145812113255755,7.312805673145815e-07,0.2816072046381389,65.01547987616098
CNXN,2.686398208390099,0.07955681415649277,16.89,0.006366771542315092,1.4408666245571407e-06,-0.029094121873791772,65.3250773993808
CMTL,1.708625632920305,0.07876175357109325,33.04,0.011427541399356044,6.670579933090519e-06,0.06410931213276969,65.63467492260062
CDAY,6.767085679069627,0.009897077891424456,132.79,,4.994762213066352e-06,0.588927955736971,65.94427244582043
PRO,49.21159630957733,-0.013663617895972724,-38.23,,1.5623140455114647e-05,-0.023310981852280754,66.25386996904025
NEWR,11.438503892025796,-0.0012780691188837017,-64.48,,2.6566131381511205e-06,-0.7007345817750397,66.56346749226006
SWKS,4.909494633389735,0.0669651680486349,25.27,0.0141831238272673,3.017190828924268e-07,0.030685257357086687,66.87306501547987
HUBS,33.06474817899389,-0.0032063111089508877,-137.25,,5.4198692639330106e-06,-0.11078013821316886,67.18266253869969
MRVL,2.416399616057798,0.025011345973668674,-39.24,0.009734186705031405,3.944054354249252e-07,-0.7912146593470327,67.49226006191951
AAPL,15.65914718346088,0.0527769010297998,26.13,0.009796767264365796,1.574108538756514e-08,0.09040928537178232,67.80185758513932
SAIC,3.679041819896459,0.048439633630420025,34.95,0.015864115972000582,7.712554182557068e-07,-0.4322775133153087,68.11145510835914
ANSS,9.08169034963379,0.023271352417966344,54.05,,2.230865535543698e-06,0.13543583411309373,68.42105263157895
AEIS,4.636506153304496,0.07529179012863692,37.67,,5.651043995716238e-06,0.019095589027134464,68.73065015479877
ACN,9.495988594087132,0.054640045630648115,28.03,0.014759934458134493,2.6611523864722967e-07,-0.07769251365076602,69.04024767801857
AKAM,4.844644307532644,0.055549763308043704,35.07,,3.0544715452929614e-07,-0.4254097063308607,69.3498452012384
EXLS,4.101638717971486,0.04746857988579206,52.78,,1.1342064169802622e-06,-0.46202470552140756,69.65944272445822
IPGP,3.397577249952551,0.08897809013845825,28.53,,1.4763627602180927e-06,-0.08557719237819743,69.96904024767801
ITRI,4.924650828768962,0.05597538071151708,59.24,,1.7045416059479592e-06,-0.30840160315391696,70.27863777089783
ADBE,15.99323044315128,0.023448036752163396,59.51,,2.5164576506228397e-07,-0.04199284512519239,70.58823529411765
CTXS,19.91555098855491,0.04697016630437831,24.76,0.011286566455683374,6.125080803355698e-07,0.3474080930982362,70.89783281733746
ZS,23.3102791382418,0.001079948927745955,-192.77,,2.353707017958685e-06,-0.2880789343823306,71.20743034055728
BR,13.38926182484442,0.05082463535950178,33.55,0.015775796734317657,-1.509917103759252e-06,-0.23268298392008693,71.51702786377709
MEI,2.009143445779296,0.11003618801185044,13.17,0.012495708706997004,7.632959056255009e-07,-0.4679850743606502,71.8266253869969
APH,6.819477282960771,0.05825813950708998,26.5,0.00978606031383837,2.489565769057924e-07,-0.004959274849447319,72.13622291021672
CSGS,4.752288543806827,0.09476032302748735,20.48,0.01763941065137303,6.603068387635866e-07,-0.25477685033655517,72.44582043343654
TXN,13.656107904612474,0.0547865356905932,24.36,0.02655739266906398,7.289908573119986e-08,-0.11904840704810873,72.75541795665634
ANET,8.62172183761169,0.04294635591509213,23.69,,8.718722782673654e-07,-0.16859731717175955,73.06501547987617
